STATISTIC,Statistic,TLIST(A1),Year,C02039V02469,Type of Crop,UNIT,VALUE
AQA03C3,Crop Yield,1998,1998,5,Turnips,000 Tonnes,208.1
AQA03C3,Crop Yield,1998,1998,61,Sugar beet,000 Tonnes,1640
AQA03C3,Crop Yield,1998,1998,62,Fodder beet,000 Tonnes,475.2
AQA03C3,Crop Yield,1998,1998,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,1999,1999,1,"Total wheat, oats and barley",000 Tonnes,2011.3
AQA03C3,Crop Yield,1999,1999,11,Total wheat,000 Tonnes,597.4
AQA03C3,Crop Yield,1999,1999,111,Winter wheat,000 Tonnes,382.1
AQA03C3,Crop Yield,1999,1999,112,Spring wheat,000 Tonnes,215.3
AQA03C3,Crop Yield,1999,1999,12,Total oats,000 Tonnes,136.4
AQA03C3,Crop Yield,1999,1999,121,Winter oats,000 Tonnes,60.2
AQA03C3,Crop Yield,1999,1999,122,Spring oats,000 Tonnes,76.2
AQA03C3,Crop Yield,1999,1999,13,Total barley,000 Tonnes,1277.5
AQA03C3,Crop Yield,1999,1999,131,Winter barley,000 Tonnes,200.5
AQA03C3,Crop Yield,1999,1999,132,Spring barley,000 Tonnes,1077
AQA03C3,Crop Yield,1999,1999,2,Beans and peas,000 Tonnes,18.4
AQA03C3,Crop Yield,1999,1999,3,Oilseed rape,000 Tonnes,5.1
AQA03C3,Crop Yield,1999,1999,4,Potatoes,000 Tonnes,558.6
AQA03C3,Crop Yield,1999,1999,5,Turnips,000 Tonnes,176.6
AQA03C3,Crop Yield,1999,1999,61,Sugar beet,000 Tonnes,1712.1
AQA03C3,Crop Yield,1999,1999,62,Fodder beet,000 Tonnes,494.8
AQA03C3,Crop Yield,1999,1999,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2000,2000,1,"Total wheat, oats and barley",000 Tonnes,2173.9
AQA03C3,Crop Yield,2000,2000,11,Total wheat,000 Tonnes,737.4
AQA03C3,Crop Yield,2000,2000,111,Winter wheat,000 Tonnes,582.3
AQA03C3,Crop Yield,2000,2000,112,Spring wheat,000 Tonnes,155.1
AQA03C3,Crop Yield,2000,2000,12,Total oats,000 Tonnes,126.6
AQA03C3,Crop Yield,2000,2000,121,Winter oats,000 Tonnes,79.8
AQA03C3,Crop Yield,2000,2000,122,Spring oats,000 Tonnes,46.8
AQA03C3,Crop Yield,2000,2000,13,Total barley,000 Tonnes,1309.9
AQA03C3,Crop Yield,2000,2000,131,Winter barley,000 Tonnes,202.6
AQA03C3,Crop Yield,2000,2000,132,Spring barley,000 Tonnes,1107.3
AQA03C3,Crop Yield,2000,2000,2,Beans and peas,000 Tonnes,7.7
AQA03C3,Crop Yield,2000,2000,3,Oilseed rape,000 Tonnes,8.6
AQA03C3,Crop Yield,2000,2000,4,Potatoes,000 Tonnes,454.8
AQA03C3,Crop Yield,2000,2000,5,Turnips,000 Tonnes,124
AQA03C3,Crop Yield,2000,2000,61,Sugar beet,000 Tonnes,1829
AQA03C3,Crop Yield,2000,2000,62,Fodder beet,000 Tonnes,361.3
AQA03C3,Crop Yield,2000,2000,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2001,2001,1,"Total wheat, oats and barley",000 Tonnes,2165.1
AQA03C3,Crop Yield,2001,2001,11,Total wheat,000 Tonnes,769.2
AQA03C3,Crop Yield,2001,2001,111,Winter wheat,000 Tonnes,489.2
AQA03C3,Crop Yield,2001,2001,112,Spring wheat,000 Tonnes,280
AQA03C3,Crop Yield,2001,2001,12,Total oats,000 Tonnes,118.7
AQA03C3,Crop Yield,2001,2001,121,Winter oats,000 Tonnes,45.2
AQA03C3,Crop Yield,2001,2001,122,Spring oats,000 Tonnes,73.4
AQA03C3,Crop Yield,2001,2001,13,Total barley,000 Tonnes,1277.2
AQA03C3,Crop Yield,2001,2001,131,Winter barley,000 Tonnes,156.7
AQA03C3,Crop Yield,2001,2001,132,Spring barley,000 Tonnes,1120.5
AQA03C3,Crop Yield,2001,2001,2,Beans and peas,000 Tonnes,8.9
AQA03C3,Crop Yield,2001,2001,3,Oilseed rape,000 Tonnes,7.3
AQA03C3,Crop Yield,2001,2001,4,Potatoes,000 Tonnes,477.6
AQA03C3,Crop Yield,2001,2001,5,Turnips,000 Tonnes,99.9
AQA03C3,Crop Yield,2001,2001,61,Sugar beet,000 Tonnes,1498
AQA03C3,Crop Yield,2001,2001,62,Fodder beet,000 Tonnes,278.7
AQA03C3,Crop Yield,2001,2001,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2002,2002,1,"Total wheat, oats and barley",000 Tonnes,1963.6
AQA03C3,Crop Yield,2002,2002,11,Total wheat,000 Tonnes,867.2
AQA03C3,Crop Yield,2002,2002,111,Winter wheat,000 Tonnes,703.6
AQA03C3,Crop Yield,2002,2002,112,Spring wheat,000 Tonnes,163.6
AQA03C3,Crop Yield,2002,2002,12,Total oats,000 Tonnes,133.6
AQA03C3,Crop Yield,2002,2002,121,Winter oats,000 Tonnes,92.1
AQA03C3,Crop Yield,2002,2002,122,Spring oats,000 Tonnes,41.5
AQA03C3,Crop Yield,2002,2002,13,Total barley,000 Tonnes,962.8
AQA03C3,Crop Yield,2002,2002,131,Winter barley,000 Tonnes,152.8
AQA03C3,Crop Yield,2002,2002,132,Spring barley,000 Tonnes,810
AQA03C3,Crop Yield,2002,2002,2,Beans and peas,000 Tonnes,7.5
AQA03C3,Crop Yield,2002,2002,3,Oilseed rape,000 Tonnes,6.7
AQA03C3,Crop Yield,2002,2002,4,Potatoes,000 Tonnes,518.6
AQA03C3,Crop Yield,2002,2002,5,Turnips,000 Tonnes,89.7
AQA03C3,Crop Yield,2002,2002,61,Sugar beet,000 Tonnes,1300.7
AQA03C3,Crop Yield,2002,2002,62,Fodder beet,000 Tonnes,249.5
AQA03C3,Crop Yield,2002,2002,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2003,2003,1,"Total wheat, oats and barley",000 Tonnes,2146.9
AQA03C3,Crop Yield,2003,2003,11,Total wheat,000 Tonnes,794.1
AQA03C3,Crop Yield,2003,2003,111,Winter wheat,000 Tonnes,526.9
AQA03C3,Crop Yield,2003,2003,112,Spring wheat,000 Tonnes,267.2
AQA03C3,Crop Yield,2003,2003,12,Total oats,000 Tonnes,155.1
AQA03C3,Crop Yield,2003,2003,121,Winter oats,000 Tonnes,75.9
AQA03C3,Crop Yield,2003,2003,122,Spring oats,000 Tonnes,79.2
AQA03C3,Crop Yield,2003,2003,13,Total barley,000 Tonnes,1197.7
AQA03C3,Crop Yield,2003,2003,131,Winter barley,000 Tonnes,152.8
AQA03C3,Crop Yield,2003,2003,132,Spring barley,000 Tonnes,1044.9
AQA03C3,Crop Yield,2003,2003,2,Beans and peas,000 Tonnes,13.7
AQA03C3,Crop Yield,2003,2003,3,Oilseed rape,000 Tonnes,7.2
AQA03C3,Crop Yield,2003,2003,4,Potatoes,000 Tonnes,488.2
AQA03C3,Crop Yield,2003,2003,5,Turnips,000 Tonnes,
AQA03C3,Crop Yield,2003,2003,61,Sugar beet,000 Tonnes,1505.2
AQA03C3,Crop Yield,2003,2003,62,Fodder beet,000 Tonnes,
AQA03C3,Crop Yield,2003,2003,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2004,2004,1,"Total wheat, oats and barley",000 Tonnes,2500.9
AQA03C3,Crop Yield,2004,2004,11,Total wheat,000 Tonnes,1019.2
AQA03C3,Crop Yield,2004,2004,111,Winter wheat,000 Tonnes,750.6
AQA03C3,Crop Yield,2004,2004,112,Spring wheat,000 Tonnes,268.6
AQA03C3,Crop Yield,2004,2004,12,Total oats,000 Tonnes,155.2
AQA03C3,Crop Yield,2004,2004,121,Winter oats,000 Tonnes,107.3
AQA03C3,Crop Yield,2004,2004,122,Spring oats,000 Tonnes,47.9
AQA03C3,Crop Yield,2004,2004,13,Total barley,000 Tonnes,1326.6
AQA03C3,Crop Yield,2004,2004,131,Winter barley,000 Tonnes,168.2
AQA03C3,Crop Yield,2004,2004,132,Spring barley,000 Tonnes,1158.5
AQA03C3,Crop Yield,2004,2004,2,Beans and peas,000 Tonnes,14.4
AQA03C3,Crop Yield,2004,2004,3,Oilseed rape,000 Tonnes,6.7
AQA03C3,Crop Yield,2004,2004,4,Potatoes,000 Tonnes,552.2
AQA03C3,Crop Yield,2004,2004,5,Turnips,000 Tonnes,
AQA03C3,Crop Yield,2004,2004,61,Sugar beet,000 Tonnes,1861.4
AQA03C3,Crop Yield,2004,2004,62,Fodder beet,000 Tonnes,
AQA03C3,Crop Yield,2004,2004,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2005,2005,1,"Total wheat, oats and barley",000 Tonnes,1938
AQA03C3,Crop Yield,2005,2005,11,Total wheat,000 Tonnes,802.7
AQA03C3,Crop Yield,2005,2005,111,Winter wheat,000 Tonnes,572
AQA03C3,Crop Yield,2005,2005,112,Spring wheat,000 Tonnes,229.7
AQA03C3,Crop Yield,2005,2005,12,Total oats,000 Tonnes,112.8
AQA03C3,Crop Yield,2005,2005,121,Winter oats,000 Tonnes,63.1
AQA03C3,Crop Yield,2005,2005,122,Spring oats,000 Tonnes,49.8
AQA03C3,Crop Yield,2005,2005,13,Total barley,000 Tonnes,1024.4
AQA03C3,Crop Yield,2005,2005,131,Winter barley,000 Tonnes,126
AQA03C3,Crop Yield,2005,2005,132,Spring barley,000 Tonnes,899.2
AQA03C3,Crop Yield,2005,2005,2,Beans and peas,000 Tonnes,18.9
AQA03C3,Crop Yield,2005,2005,3,Oilseed rape,000 Tonnes,14.2
AQA03C3,Crop Yield,2005,2005,4,Potatoes,000 Tonnes,409.2
AQA03C3,Crop Yield,2005,2005,5,Turnips,000 Tonnes,
AQA03C3,Crop Yield,2005,2005,61,Sugar beet,000 Tonnes,1380
AQA03C3,Crop Yield,2005,2005,62,Fodder beet,000 Tonnes,
AQA03C3,Crop Yield,2005,2005,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2006,2006,1,"Total wheat, oats and barley",000 Tonnes,2083.1
AQA03C3,Crop Yield,2006,2006,11,Total wheat,000 Tonnes,801
AQA03C3,Crop Yield,2006,2006,111,Winter wheat,000 Tonnes,580
AQA03C3,Crop Yield,2006,2006,112,Spring wheat,000 Tonnes,221
AQA03C3,Crop Yield,2006,2006,12,Total oats,000 Tonnes,145.2
AQA03C3,Crop Yield,2006,2006,121,Winter oats,000 Tonnes,74.2
AQA03C3,Crop Yield,2006,2006,122,Spring oats,000 Tonnes,71
AQA03C3,Crop Yield,2006,2006,13,Total barley,000 Tonnes,1136.9
AQA03C3,Crop Yield,2006,2006,131,Winter barley,000 Tonnes,119.3
AQA03C3,Crop Yield,2006,2006,132,Spring barley,000 Tonnes,1017.6
AQA03C3,Crop Yield,2006,2006,2,Beans and peas,000 Tonnes,20
AQA03C3,Crop Yield,2006,2006,3,Oilseed rape,000 Tonnes,17.9
AQA03C3,Crop Yield,2006,2006,4,Potatoes,000 Tonnes,382.9
AQA03C3,Crop Yield,2006,2006,5,Turnips,000 Tonnes,
AQA03C3,Crop Yield,2006,2006,61,Sugar beet,000 Tonnes,
AQA03C3,Crop Yield,2006,2006,62,Fodder beet,000 Tonnes,
AQA03C3,Crop Yield,2006,2006,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,2007,2007,1,"Total wheat, oats and barley",000 Tonnes,1997
AQA03C3,Crop Yield,2007,2007,11,Total wheat,000 Tonnes,713.4
AQA03C3,Crop Yield,2007,2007,111,Winter wheat,000 Tonnes,562.5
AQA03C3,Crop Yield,2007,2007,112,Spring wheat,000 Tonnes,150.9
AQA03C3,Crop Yield,2007,2007,12,Total oats,000 Tonnes,159.1
AQA03C3,Crop Yield,2007,2007,121,Winter oats,000 Tonnes,109.3
AQA03C3,Crop Yield,2007,2007,122,Spring oats,000 Tonnes,49.8
AQA03C3,Crop Yield,2007,2007,13,Total barley,000 Tonnes,1124.5
AQA03C3,Crop Yield,2007,2007,131,Winter barley,000 Tonnes,142.4
AQA03C3,Crop Yield,2007,2007,132,Spring barley,000 Tonnes,982.2
AQA03C3,Crop Yield,2007,2007,2,Beans and peas,000 Tonnes,12.8
AQA03C3,Crop Yield,2007,2007,3,Oilseed rape,000 Tonnes,31.9
AQA03C3,Crop Yield,2007,2007,4,Potatoes,000 Tonnes,399
AQA03C3,Crop Yield,2007,2007,5,Turnips,000 Tonnes,
AQA03C3,Crop Yield,2007,2007,61,Sugar beet,000 Tonnes,
AQA03C3,Crop Yield,2007,2007,62,Fodder beet,000 Tonnes,
AQA03C3,Crop Yield,2007,2007,7,Kale and field cabbage,000 Tonnes,
